,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
ID_5149f5ffd,ID_5149f5ffd,0.0,0,8,0,1,1,1,1.0,0,3,3,1,3,4,1,6,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ef8ba2272,4,3,1,7,2.5,no,16,14.666667000000002,0,0,1,0,0,0,0,0,0,4,1.75,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,0,13,36,169,49,0,16,3.0625,6.25,215.11111,169,Non Vulnerable
ID_4705b631d,ID_4705b631d,0.0,0,8,0,1,1,1,1.0,0,3,3,1,3,4,1,6,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,ef8ba2272,4,3,1,7,2.5,no,16,14.666667000000002,0,0,1,0,0,0,0,0,0,4,1.75,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,0,70,36,4900,49,0,16,3.0625,6.25,215.11111,4900,Non Vulnerable
ID_c152e039d,ID_c152e039d,0.0,0,8,0,1,1,1,1.0,0,3,3,1,3,4,1,6,7,7,7,16,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ef8ba2272,4,3,1,7,2.5,no,16,14.666667000000002,0,0,0,0,0,0,0,1,0,4,1.75,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,0,43,256,1849,49,0,16,3.0625,6.25,215.11111,1849,Non Vulnerable
ID_6ec7ee687,ID_6ec7ee687,0.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,698318dd7,0,3,2,3,2,yes,no,2.6666667,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,41,36,1681,9,1,0,2.25,4.0,7.111111599999999,1681,Non Vulnerable
ID_a1a5f5e09,ID_a1a5f5e09,0.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,698318dd7,0,3,2,3,2,yes,no,2.6666667,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,74,1,5476,9,1,0,2.25,4.0,7.111111599999999,5476,Non Vulnerable
ID_21ff47f96,ID_21ff47f96,0.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,698318dd7,0,3,2,3,2,yes,no,2.6666667,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,78,1,6084,9,1,0,2.25,4.0,7.111111599999999,6084,Non Vulnerable
ID_26c8f78e3,ID_26c8f78e3,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,8,0.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7791243cc,0,2,2,2,8,8,no,7.0,0,0,0,1,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,66,64,4356,4,64,0,1.0,64.0,49.0,4356,Non Vulnerable
ID_0b85dc7f5,ID_0b85dc7f5,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7791243cc,0,2,2,2,8,8,no,7.0,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,69,36,4761,4,64,0,1.0,64.0,49.0,4761,Non Vulnerable
ID_ccd75e1d3,ID_ccd75e1d3,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,10,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,0,0,1,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,16,100,256,49,0,16,5.4444442,1.7777778999999998,44.444443,256,Non Vulnerable
ID_b57aa2e9f,ID_b57aa2e9f,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,0,1,0,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,13,36,169,49,0,16,5.4444442,1.7777778999999998,44.444443,169,Non Vulnerable
ID_2db868f9e,ID_2db868f9e,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,10,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,0,0,1,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,16,100,256,49,0,16,5.4444442,1.7777778999999998,44.444443,256,Non Vulnerable
ID_4e8398dd5,ID_4e8398dd5,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,0,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,1,0,0,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,38,0,1444,49,0,16,5.4444442,1.7777778999999998,44.444443,1444,Non Vulnerable
ID_1a4278d23,ID_1a4278d23,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,0,1,0,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,43,36,1849,49,0,16,5.4444442,1.7777778999999998,44.444443,1849,Non Vulnerable
ID_8c1d4d8ff,ID_8c1d4d8ff,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,0,1,0,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,48,36,2304,49,0,16,5.4444442,1.7777778999999998,44.444443,2304,Non Vulnerable
ID_ede67705d,ID_ede67705d,100000.0,0,5,0,1,1,0,0.0,0,1,1,0,6,6,0,7,7,7,7,8,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,b9de1c057,4,3,0,7,1.3333334,no,no,6.666666499999999,0,0,0,1,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,18,64,324,49,0,16,5.4444442,1.7777778999999998,44.444443,324,Non Vulnerable
ID_5ffc1d324,ID_5ffc1d324,0.0,0,6,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,2,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76c36bad0,0,1,0,1,no,6,no,6.0,0,0,1,0,0,0,0,0,0,5,0.40000001,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,56,36,3136,1,36,0,0.16000001,0.0,36.0,3136,Non Vulnerable
ID_a82fdad5c,ID_a82fdad5c,0.0,0,6,0,1,1,1,1.0,0,1,1,0,0,0,0,1,1,1,1,9,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b6fdd6fac,0,1,0,1,no,9,no,9.0,0,0,0,1,0,0,0,0,0,4,0.25,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,30,81,900,1,81,0,0.0625,0.0,81.0,900,Moderate Poverty
ID_46841fa92,ID_46841fa92,600000.0,0,8,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4d492513a,0,3,0,3,no,15,no,16.333334,0,0,0,0,0,0,0,1,0,4,0.75,0,1,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,27,289,729,9,225,0,0.5625,0.0,266.7778,729,Non Vulnerable
ID_37b65a5a3,ID_37b65a5a3,600000.0,0,8,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4d492513a,0,3,0,3,no,15,no,16.333334,0,0,0,0,0,0,0,0,1,4,0.75,0,1,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,60,289,3600,9,225,0,0.5625,0.0,266.7778,3600,Non Vulnerable
ID_5f0ecbfe5,ID_5f0ecbfe5,600000.0,0,8,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4d492513a,0,3,0,3,no,15,no,16.333334,0,0,0,0,0,0,0,1,0,4,0.75,0,1,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,63,225,3969,9,225,0,0.5625,0.0,266.7778,3969,Non Vulnerable
ID_f4b970e27,ID_f4b970e27,200000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,0,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1219d846d,1,3,1,4,yes,11,no,12.333333,1,0,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,5,0,25,16,121,1,4.0,1.0,152.1111,25,Non Vulnerable
ID_f1cdf2b18,ID_f1cdf2b18,200000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1219d846d,1,3,1,4,yes,11,no,12.333333,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,66,121,4356,16,121,1,4.0,1.0,152.1111,4356,Non Vulnerable
ID_5cc1ea161,ID_5cc1ea161,200000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1219d846d,1,3,1,4,yes,11,no,12.333333,0,0,0,0,0,0,0,1,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,41,225,1681,16,121,1,4.0,1.0,152.1111,1681,Non Vulnerable
ID_cb1b1204c,ID_cb1b1204c,200000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1219d846d,1,3,1,4,yes,11,no,12.333333,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,41,121,1681,16,121,1,4.0,1.0,152.1111,1681,Non Vulnerable
ID_067d72222,ID_067d72222,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,9,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,0,1,0,0,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,33,81,1089,49,36,4,1.9599999,0.16000001,100.0,1089,Non Vulnerable
ID_c5631a80f,ID_c5631a80f,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,1,0,0,0,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,52,36,2704,49,36,4,1.9599999,0.16000001,100.0,2704,Non Vulnerable
ID_09a032bcd,ID_09a032bcd,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,1,0,0,0,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,50,36,2500,49,36,4,1.9599999,0.16000001,100.0,2500,Non Vulnerable
ID_af2d1cd53,ID_af2d1cd53,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,9,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,0,1,0,0,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,19,81,361,49,36,4,1.9599999,0.16000001,100.0,361,Non Vulnerable
ID_e9a778fb3,ID_e9a778fb3,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,11,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,0,0,1,0,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,121,400,49,36,4,1.9599999,0.16000001,100.0,400,Non Vulnerable
ID_eb266ab0d,ID_eb266ab0d,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,9,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,0,1,0,0,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,52,81,2704,49,36,4,1.9599999,0.16000001,100.0,2704,Non Vulnerable
ID_57c134bb3,ID_57c134bb3,350000.0,0,6,0,1,1,0,0.0,0,4,4,0,3,3,0,7,7,7,7,7,3.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b8618998c,2,5,0,7,.40000001,6,no,10.0,0,0,0,0,0,1,0,0,0,5,1.4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,17,49,289,49,36,4,1.9599999,0.16000001,100.0,289,Non Vulnerable
ID_96a58d8bf,ID_96a58d8bf,0.0,0,4,0,1,1,0,0.0,1,0,1,0,1,1,1,1,2,2,2,3,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,47721e5bf,1,1,0,2,yes,no,8,8.0,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,10,9,100,4,0,1,1.0,1.0,64.0,100,Moderate Poverty
ID_6824fd1e9,ID_6824fd1e9,0.0,0,4,0,1,1,0,0.0,1,0,1,0,1,1,1,1,2,2,2,8,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47721e5bf,1,1,0,2,yes,no,8,8.0,0,0,0,1,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,64,2500,4,0,1,1.0,1.0,64.0,2500,Moderate Poverty
ID_ef5ba3988,ID_ef5ba3988,100000.0,0,3,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,f9ddb6edf,0,1,0,1,no,6,no,6.0,0,0,1,0,0,0,0,0,0,2,0.5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,63,36,3969,1,36,0,0.25,0.0,36.0,3969,Non Vulnerable
ID_a4005dd3c,ID_a4005dd3c,150000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,7,2.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b520c9c4c,1,2,0,3,.5,no,17,14.0,0,0,0,1,0,0,0,0,0,4,0.75,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,16,49,256,9,0,1,0.5625,0.25,196.0,256,Non Vulnerable
ID_68456fa2f,ID_68456fa2f,150000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,11,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b520c9c4c,1,2,0,3,.5,no,17,14.0,0,0,0,0,1,0,0,0,0,4,0.75,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,22,121,484,9,0,1,0.5625,0.25,196.0,484,Non Vulnerable
ID_7815372ab,ID_7815372ab,150000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b520c9c4c,1,2,0,3,.5,no,17,14.0,0,0,0,0,0,0,0,1,0,4,0.75,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,45,289,2025,9,0,1,0.5625,0.25,196.0,2025,Non Vulnerable
ID_6a29165b9,ID_6a29165b9,185000.0,0,6,0,1,1,1,2.0,3,1,4,0,1,1,3,2,5,5,5,14,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c9bce3388,3,2,0,5,1.5,9,no,11.5,0,0,0,0,0,0,0,1,0,3,1.6666666,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,41,196,1681,25,81,9,2.7777777,2.25,132.25,1681,Non Vulnerable
