,Id,v2a1,rooms,v14a,refrig,v18q,r4h3,r4m3,r4t1,escolari,rez_esc,hhsize,cielorazo,dis,male,female,hogar_adul,hogar_mayor,dependency,edjefe,edjefa,meaneduc,overcrowding,computer,television,area1,area2,age,Target,housesitu,educlevels,marital,rubbish,energy,toilets,floormat,wallmat,roofmat,floorqual,wallqual,roofqual,electric
1702,ID_f6b90fa39,70000.0,4,1,1,0,2,2,2,0,0.0,4,0,0,1,0,2,0,yes,11,no,11.5,2.0,0,0,1,0,0,4,Rented,None,< 10 y/o,Tanker Truck,Gas,Sewer or Cesspool,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1703,ID_d1e2ba86c,70000.0,4,1,1,0,2,2,2,0,0.0,4,0,0,0,1,2,0,yes,11,no,11.5,2.0,0,0,1,0,3,4,Rented,None,< 10 y/o,Tanker Truck,Gas,Sewer or Cesspool,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1704,ID_237c1e97e,0.0,4,0,1,1,0,1,0,11,0.0,1,0,0,0,1,1,0,no,no,11,11.0,0.5,0,0,1,0,24,4,Own,Complete Acad. Secondary,Single,Tanker Truck,Gas,Septic Tank,Wood,Wood,Metal foil/Zinc,Bad,Bad,Bad,Public
1705,ID_f19b5f747,0.0,6,1,1,1,1,0,0,14,0.0,1,1,0,1,0,1,1,8,14,no,14.0,1.0,0,0,1,0,67,4,Own,Undergrad.,Divorced,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1706,ID_9762493ea,0.0,4,1,1,0,0,1,0,3,0.0,1,1,0,0,1,1,1,8,no,3,3.0,0.5,0,0,1,0,74,4,Own,Incomplete Primary,Widow/er,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1707,ID_986145f44,0.0,5,1,1,1,2,2,0,14,0.0,4,1,0,1,0,4,0,no,14,no,12.75,1.3333334,1,0,1,0,57,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1708,ID_2abbf661a,0.0,5,1,1,1,2,2,0,11,0.0,4,1,0,1,0,4,0,no,14,no,12.75,1.3333334,1,0,1,0,29,4,Own,Complete Acad. Secondary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1709,ID_7a1bcee7c,0.0,5,1,1,1,2,2,0,11,0.0,4,1,0,0,1,4,0,no,14,no,12.75,1.3333334,1,0,1,0,53,4,Own,Complete Acad. Secondary,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1710,ID_a3af59e90,0.0,5,1,1,1,2,2,0,15,0.0,4,1,0,0,1,4,0,no,14,no,12.75,1.3333334,1,0,1,0,26,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1713,ID_79dcd7ee2,0.0,4,1,1,0,1,1,0,9,0.0,2,1,0,0,1,2,1,yes,9,no,9.0,1.0,0,1,1,0,65,4,Own,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Regular,Regular,Public
1714,ID_b5fb0ff78,0.0,4,1,1,0,1,1,0,9,0.0,2,1,0,1,0,2,1,yes,9,no,9.0,1.0,0,1,1,0,64,4,Own,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Regular,Regular,Public
1715,ID_303108a1c,130000.0,6,1,1,0,0,1,0,11,0.0,1,0,0,0,1,1,1,8,no,11,11.0,0.33333334,0,0,1,0,74,2,Other,Complete Acad. Secondary,Single,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Bad,Bad,Bad,Public
1716,ID_3263e4a1a,0.0,7,1,1,0,1,1,0,15,0.0,2,1,0,0,1,2,2,8,15,no,15.0,1.0,0,0,1,0,83,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1717,ID_149fdf91d,0.0,7,1,1,0,1,1,0,15,0.0,2,1,0,1,0,2,2,8,15,no,15.0,1.0,0,0,1,0,85,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1718,ID_214a9aee8,0.0,5,1,1,1,0,1,0,15,0.0,1,1,0,0,1,1,0,no,no,15,15.0,0.5,0,0,1,0,45,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1719,ID_dec6bd3dd,0.0,7,1,1,0,3,2,2,11,0.0,5,1,1,0,1,3,2,4,no,11,7.666666499999999,1.25,0,0,1,0,84,1,Own,Complete Acad. Secondary,Separated,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
1720,ID_11f9823eb,0.0,7,1,1,0,3,2,2,6,0.0,5,1,0,1,0,3,2,4,no,11,7.666666499999999,1.25,0,0,1,0,74,1,Own,Complete Primary,Separated,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
1721,ID_08bc38f42,0.0,7,1,1,0,3,2,2,0,0.0,5,1,0,1,0,3,2,4,no,11,7.666666499999999,1.25,0,0,1,0,6,1,Own,None,< 10 y/o,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
1722,ID_d117fdf24,0.0,7,1,1,0,3,2,2,6,0.0,5,1,0,0,1,3,2,4,no,11,7.666666499999999,1.25,0,0,1,0,34,1,Own,Complete Primary,Separated,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
1723,ID_6eb811375,0.0,7,1,1,0,3,2,2,1,0.0,5,1,0,1,0,3,2,4,no,11,7.666666499999999,1.25,0,0,1,0,8,1,Own,Incomplete Primary,< 10 y/o,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
1724,ID_723f16476,130000.0,5,1,1,1,3,1,0,8,2.0,4,1,0,1,0,3,0,.33333334,2,no,7.0,1.3333334,0,0,1,0,17,2,Precarious,Incomplete Acad. Secondary,Single,Tanker Truck,Gas,Black hole or letrine,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
1725,ID_345e99efb,130000.0,5,1,1,1,3,1,0,11,0.0,4,1,0,1,0,3,0,.33333334,2,no,7.0,1.3333334,0,0,1,0,26,2,Precarious,Complete Acad. Secondary,Single,Tanker Truck,Gas,Black hole or letrine,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
1726,ID_904caa44f,130000.0,5,1,1,1,3,1,0,8,0.0,4,1,0,0,1,3,0,.33333334,2,no,7.0,1.3333334,0,0,1,0,53,2,Precarious,Incomplete Acad. Secondary,Married,Tanker Truck,Gas,Black hole or letrine,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
1727,ID_56c422b6c,130000.0,5,1,1,1,3,1,0,2,0.0,4,1,1,1,0,3,0,.33333334,2,no,7.0,1.3333334,0,0,1,0,55,2,Precarious,Incomplete Primary,Married,Tanker Truck,Gas,Black hole or letrine,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
1728,ID_37f4b4c44,0.0,9,1,1,0,3,1,1,0,0.0,4,1,0,1,0,3,0,.33333334,10,no,10.333333,1.0,0,1,1,0,5,4,Own,None,< 10 y/o,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1729,ID_3d05b0eea,0.0,9,1,1,0,3,1,1,10,0.0,4,1,0,1,0,3,0,.33333334,10,no,10.333333,1.0,0,1,1,0,22,4,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1730,ID_6069a96c3,0.0,9,1,1,0,3,1,1,11,0.0,4,1,0,0,1,3,0,.33333334,10,no,10.333333,1.0,0,1,1,0,32,4,Own,Complete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1731,ID_5ddc2d5da,0.0,9,1,1,0,3,1,1,10,0.0,4,1,0,1,0,3,0,.33333334,10,no,10.333333,1.0,0,1,1,0,56,4,Own,Incomplete Acad. Secondary,Widow/er,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1732,ID_fb35d9d3d,300000.0,6,1,1,0,2,0,0,11,0.0,2,1,0,1,0,1,0,yes,11,no,22.0,0.66666669,1,0,1,0,19,4,Rented,Complete Acad. Secondary,Single,Tanker Truck,Gas,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1733,ID_4776588fc,300000.0,6,1,1,0,2,0,0,11,0.0,2,1,0,1,0,1,0,yes,11,no,22.0,0.66666669,1,0,1,0,23,4,Rented,Complete Acad. Secondary,Single,Tanker Truck,Gas,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1734,ID_87f7556db,0.0,5,1,1,0,1,0,0,11,0.0,1,1,0,1,0,1,0,no,11,no,11.0,0.5,0,1,1,0,38,1,Own,Complete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1735,ID_754585a47,100000.0,6,1,1,1,3,1,2,15,0.0,4,1,0,1,0,2,0,yes,15,no,14.5,1.3333334,1,1,1,0,42,4,Own/Paying Instllmnts,Undergrad.,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1736,ID_51463e518,100000.0,6,1,1,1,3,1,2,4,0.0,4,1,0,1,0,2,0,yes,15,no,14.5,1.3333334,1,1,1,0,10,4,Own/Paying Instllmnts,Incomplete Primary,Single,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1737,ID_b7c73203c,100000.0,6,1,1,1,3,1,2,14,0.0,4,1,0,0,1,2,0,yes,15,no,14.5,1.3333334,1,1,1,0,39,4,Own/Paying Instllmnts,Undergrad.,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1738,ID_e7d567ef8,100000.0,6,1,1,1,3,1,2,0,0.0,4,1,0,1,0,2,0,yes,15,no,14.5,1.3333334,1,1,1,0,3,4,Own/Paying Instllmnts,None,< 10 y/o,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1739,ID_dcc9511f1,0.0,5,1,1,0,2,1,0,6,0.0,3,1,1,1,0,3,2,2,no,no,2.0,1.0,0,1,1,0,57,3,Own,Complete Primary,Single,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1740,ID_e9b3a237c,0.0,5,1,1,0,2,1,0,0,0.0,3,1,1,0,1,3,2,2,no,no,2.0,1.0,0,1,1,0,85,3,Own,None,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1741,ID_0cdea3699,0.0,5,1,1,0,2,1,0,0,0.0,3,1,0,1,0,3,2,2,no,no,2.0,1.0,0,1,1,0,83,3,Own,None,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1742,ID_992fdc5ea,0.0,4,1,1,1,3,1,2,12,0.0,4,1,0,0,1,2,0,yes,11,no,11.5,2.0,0,0,1,0,32,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Septic Tank,Other,Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1743,ID_a1a8c97be,0.0,4,1,1,1,3,1,2,0,0.0,4,1,0,1,0,2,0,yes,11,no,11.5,2.0,0,0,1,0,1,4,Own,None,< 10 y/o,Tanker Truck,Electricity,Septic Tank,Other,Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1744,ID_9a8f13a27,0.0,4,1,1,1,3,1,2,11,0.0,4,1,0,1,0,2,0,yes,11,no,11.5,2.0,0,0,1,0,34,4,Own,Complete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,Other,Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1745,ID_4c14850b4,0.0,4,1,1,1,3,1,2,0,0.0,4,1,0,1,0,2,0,yes,11,no,11.5,2.0,0,0,1,0,7,4,Own,None,< 10 y/o,Tanker Truck,Electricity,Septic Tank,Other,Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1746,ID_dbde37469,0.0,6,1,1,0,1,1,0,11,0.0,2,1,0,0,1,2,0,no,11,no,11.0,0.66666669,0,0,1,0,53,4,Own,Complete Acad. Secondary,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1747,ID_6b4fc948a,0.0,6,1,1,0,1,1,0,11,0.0,2,1,0,1,0,2,0,no,11,no,11.0,0.66666669,0,0,1,0,52,4,Own,Complete Acad. Secondary,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1748,ID_bccfdaae2,0.0,6,1,1,0,1,1,0,14,0.0,2,1,0,1,0,2,1,yes,no,3,8.5,0.66666669,1,1,1,0,43,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Good,Good,Public
1749,ID_bdfa41ac8,0.0,6,1,1,0,1,1,0,3,0.0,2,1,0,0,1,2,1,yes,no,3,8.5,0.66666669,1,1,1,0,86,4,Own,Incomplete Primary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Good,Good,Public
1750,ID_4793f2a25,0.0,5,1,1,0,2,3,0,0,0.0,5,0,0,0,1,3,1,1.5,no,no,2.3333333,1.6666666,0,1,1,0,41,1,Own,None,Divorced,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Wood,Metal foil/Zinc,Good,Regular,Bad,Public
1751,ID_de1b7ee14,0.0,5,1,1,0,2,3,0,0,0.0,5,0,0,0,1,3,1,1.5,no,no,2.3333333,1.6666666,0,1,1,0,61,1,Own,None,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Wood,Metal foil/Zinc,Good,Regular,Bad,Public
1752,ID_5690aad4a,0.0,5,1,1,0,2,3,0,6,4.0,5,0,0,1,0,3,1,1.5,no,no,2.3333333,1.6666666,0,1,1,0,17,1,Own,Complete Primary,Single,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Wood,Metal foil/Zinc,Good,Regular,Bad,Public
1753,ID_c96627679,0.0,5,1,1,0,2,3,0,0,0.0,5,0,0,1,0,3,1,1.5,no,no,2.3333333,1.6666666,0,1,1,0,69,1,Own,None,Married,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Wood,Metal foil/Zinc,Good,Regular,Bad,Public
1754,ID_99aa0496c,0.0,5,1,1,0,2,3,0,7,0.0,5,0,0,0,1,3,1,1.5,no,no,2.3333333,1.6666666,0,1,1,0,18,1,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Wood,Metal foil/Zinc,Good,Regular,Bad,Public
1755,ID_e6acdd324,0.0,5,1,1,0,0,1,0,9,0.0,1,1,0,0,1,1,0,no,no,9,9.0,0.5,0,0,1,0,51,4,Own,Incomplete Acad. Secondary,Divorced,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Regular,Regular,Regular,Public
1756,ID_11e3388b4,0.0,6,1,1,0,3,3,1,6,0.0,6,1,0,1,0,4,1,yes,6,no,6.0,1.5,0,0,1,0,76,2,Own,Complete Primary,Divorced,Tanker Truck,Electricity,Septic Tank,Wood,Zinc,Metal foil/Zinc,Regular,Regular,Regular,Public
1757,ID_9cf12b1f5,0.0,6,1,1,0,3,3,1,6,0.0,6,1,0,1,0,4,1,yes,6,no,6.0,1.5,0,0,1,0,45,2,Own,Complete Primary,Free or coupled union,Tanker Truck,Electricity,Septic Tank,Wood,Zinc,Metal foil/Zinc,Regular,Regular,Regular,Public
1758,ID_8bb0f32c3,0.0,6,1,1,0,3,3,1,7,2.0,6,1,0,1,0,4,1,yes,6,no,6.0,1.5,0,0,1,0,16,2,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Zinc,Metal foil/Zinc,Regular,Regular,Regular,Public
1759,ID_444afe2e5,0.0,6,1,1,0,3,3,1,3,0.0,6,1,0,0,1,4,1,yes,6,no,6.0,1.5,0,0,1,0,38,2,Own,Incomplete Primary,Free or coupled union,Tanker Truck,Electricity,Septic Tank,Wood,Zinc,Metal foil/Zinc,Regular,Regular,Regular,Public
1760,ID_f49c25ce0,0.0,6,1,1,0,3,3,1,1,0.0,6,1,0,0,1,4,1,yes,6,no,6.0,1.5,0,0,1,0,8,2,Own,Incomplete Primary,< 10 y/o,Tanker Truck,Electricity,Septic Tank,Wood,Zinc,Metal foil/Zinc,Regular,Regular,Regular,Public
1761,ID_4de1b7102,0.0,6,1,1,0,3,3,1,9,0.0,6,1,0,0,1,4,1,yes,6,no,6.0,1.5,0,0,1,0,23,2,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Zinc,Metal foil/Zinc,Regular,Regular,Regular,Public
1762,ID_70d984801,0.0,6,1,1,0,3,2,0,14,0.0,5,0,0,0,1,5,0,no,9,no,11.6,1.25,0,1,1,0,29,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1763,ID_1263fa2a1,0.0,6,1,1,0,3,2,0,9,0.0,5,0,0,1,0,5,0,no,9,no,11.6,1.25,0,1,1,0,55,4,Own,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1764,ID_8acd90f35,0.0,6,1,1,0,3,2,0,15,0.0,5,0,0,1,0,5,0,no,9,no,11.6,1.25,0,1,1,0,31,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1765,ID_6b8feef3c,0.0,6,1,1,0,3,2,0,7,0.0,5,0,0,0,1,5,0,no,9,no,11.6,1.25,0,1,1,0,51,4,Own,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1766,ID_135c3bce9,0.0,6,1,1,0,3,2,0,13,0.0,5,0,0,1,0,5,0,no,9,no,11.6,1.25,0,1,1,0,23,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1767,ID_69b7996a6,0.0,5,1,1,0,3,4,0,8,0.0,7,1,0,0,1,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,37,2,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1768,ID_2efaa0ab1,0.0,5,1,1,0,3,4,0,6,0.0,7,1,0,1,0,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,19,2,Own,Complete Primary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1769,ID_9179ee6e7,0.0,5,1,1,0,3,4,0,4,1.0,7,1,1,0,1,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,12,2,Own,Incomplete Primary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1770,ID_1cb193ba3,0.0,5,1,1,0,3,4,0,8,2.0,7,1,0,0,1,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,17,2,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1771,ID_d809051df,0.0,5,1,1,0,3,4,0,13,0.0,7,1,0,1,0,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,25,2,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1772,ID_4382f65d4,0.0,5,1,1,0,3,4,0,8,0.0,7,1,0,1,0,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,20,2,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1773,ID_17b31e21e,0.0,5,1,1,0,3,4,0,6,0.0,7,1,0,0,1,4,0,.75,no,6,10.25,2.3333333,0,0,1,0,64,2,Own,Complete Primary,Widow/er,Tanker Truck,Electricity,Septic Tank,Wood,Wood,Metal foil/Zinc,Regular,Bad,Good,Public
1774,ID_84ce572bb,0.0,9,1,1,0,5,1,0,14,0.0,6,1,0,1,0,5,0,.2,10,no,11.2,1.0,0,1,1,0,35,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1775,ID_3b5bb08b8,0.0,9,1,1,0,5,1,0,11,0.0,6,1,0,1,0,5,0,.2,10,no,11.2,1.0,0,1,1,0,26,4,Own,Complete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1776,ID_37a14e7b8,0.0,9,1,1,0,5,1,0,8,0.0,6,1,0,0,1,5,0,.2,10,no,11.2,1.0,0,1,1,0,59,4,Own,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1777,ID_236681f4f,0.0,9,1,1,0,5,1,0,8,0.0,6,1,0,1,0,5,0,.2,10,no,11.2,1.0,0,1,1,0,15,4,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1778,ID_91908cad4,0.0,9,1,1,0,5,1,0,10,0.0,6,1,0,1,0,5,0,.2,10,no,11.2,1.0,0,1,1,0,64,4,Own,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1779,ID_48cbb618d,0.0,9,1,1,0,5,1,0,13,0.0,6,1,0,1,0,5,0,.2,10,no,11.2,1.0,0,1,1,0,33,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1780,ID_fabc62996,260000.0,7,1,1,0,1,2,0,11,0.0,3,1,0,0,1,3,1,.5,no,6,9.333333,0.75,0,1,1,0,22,4,Own/Paying Instllmnts,Complete Acad. Secondary,Single,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1781,ID_d5776f58a,260000.0,7,1,1,0,1,2,0,6,0.0,3,1,0,0,1,3,1,.5,no,6,9.333333,0.75,0,1,1,0,51,4,Own/Paying Instllmnts,Complete Primary,Free or coupled union,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1782,ID_58281b45d,260000.0,7,1,1,0,1,2,0,11,0.0,3,1,0,1,0,3,1,.5,no,6,9.333333,0.75,0,1,1,0,66,4,Own/Paying Instllmnts,Complete Acad. Secondary,Free or coupled union,Tanker Truck,Gas,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Regular,Public
1783,ID_2efcc7506,0.0,5,1,1,1,0,4,1,8,0.0,4,1,0,0,1,2,0,yes,no,6,7.5,1.3333334,0,0,1,0,15,4,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1784,ID_5e3a651be,0.0,5,1,1,1,0,4,1,0,0.0,4,1,0,0,1,2,0,yes,no,6,7.5,1.3333334,0,0,1,0,5,4,Own,None,< 10 y/o,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1785,ID_f795f2c4c,0.0,5,1,1,1,0,4,1,6,0.0,4,1,0,0,1,2,0,yes,no,6,7.5,1.3333334,0,0,1,0,51,4,Own,Complete Primary,Separated,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1786,ID_bd7f96565,0.0,5,1,1,1,0,4,1,9,0.0,4,1,0,0,1,2,0,yes,no,6,7.5,1.3333334,0,0,1,0,23,4,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
1787,ID_e5f9c3de8,0.0,6,1,1,0,3,1,0,14,0.0,4,1,0,1,0,4,0,no,no,6,10.0,1.3333334,0,1,1,0,28,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1788,ID_dfdc3b5ab,0.0,6,1,1,0,3,1,0,6,0.0,4,1,0,0,1,4,0,no,no,6,10.0,1.3333334,0,1,1,0,59,4,Own,Complete Primary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1789,ID_90f1a5656,0.0,6,1,1,0,3,1,0,6,0.0,4,1,0,1,0,4,0,no,no,6,10.0,1.3333334,0,1,1,0,55,4,Own,Complete Primary,Married,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
1790,ID_bf579a730,0.0,6,1,1,0,3,1,0,14,0.0,4,1,0,1,0,4,0,no,no,6,10.0,1.3333334,0,1,1,0,32,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic",Prefabricated/cement,Metal foil/Zinc,Good,Good,Good,Public
